file_name,text
page004_line010.png,र्व्वं प रि गृ॒ ह्य सू या ऽ इ॒ ति त॒ स्यां व॒ रं द दा ति स॒ र्व्वं व्वै व्व॒ रः
page004_line011.png,स॒ र्व्वं प रि गृ॒ ह्य सू या ऽ इ॒ ति स य॒ दि का म॒ ये त जु हु या॒
page004_line012.png,दे तां य॒ द्यु का म॒ ये ता॒ पि ना॒ द्रि ये त॒।१। अ॒ थ श्वो॒ भू ते॒
page005_line001.png,यं स्त॒ दे॒ वै ष॒ ऽ ए ता॒ भि रु॒ ज्ज य ति स प्त॒ द श भ वं ति स
page005_line002.png,प्त द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒ प ति मु॒ ज्ज य ति।१९।
page005_line003.png,अ॒ था हा ग्न॒ ये स्वि ष्ट कृ ते॒ नु ब्रू ही॒ ति। त द्य दं॒ त रे णा॒
page005_line004.png,हु ती ऽ ए त त्क॒ र्म क्रि य॒ त ऽ ए ष वै॒ प्र जा॒ प ति र्य॒ ऽ ए ष॒ य
page005_line005.png,ज्ञ॒ स्ता य॒ ते य॒ स्मा दि माः॒ प्र जाः प्र॒ जा ता ऽ ए त॒ म्वे वा॒ प्ये
page005_line006.png,त र्ह्य॒ नु प्र॒ जा यं ते त॒ न्म ध्य त॒ ऽ ए वै त॒ त्प्र जा॒ प ति मु॒
page005_line007.png,ज्ज य ति त॒ स्मा दं॒ त रे णा॒ हु ती ऽ ए त त्क॒ र्म क्रि य त आ
page005_line008.png,श्रा॒ व्या हा ग्नि॒ ᳬ स्वि ष्ट कृ॒ तं य जे॒ ति व्व॒ ष ट्कृ ते जु
page005_line009.png,हो ति।१८। अ थे॒ डा मा॒ द धा ति॒। उ॒ प हू ता या मि॒
page005_line010.png,डा या म प॒ ऽ उ प स्पृ॒ श्य मा हें द्रं ग्र॒ हं गृ ह्णा ति मा हे न्द्रं
page005_line011.png,ग्र॒ हं गृ ही त्वा॒ स्तो त्र॒ मु पा॒ क रो ति त॒ ᳬ स्तो त्रा॒ य प्र॒
page005_line012.png,मी व ति स॒ ऽ उ पा॒ व रो ह ति सों॒ ते स्तो त्र॒ स्य भ॒ व त्यं॒
page006_line001.png,बृ॒ ह स्प॒ ते ष्ट्वा सा॒ म्रा ज्ये ना भि॒ षिं चा म्य सा वि॒ ति ना॒
page006_line002.png,म गृ ह्णा ति त द्बृ॒ ह स्प॒ ते रे वै॒ न मे त त्सा॒ यु ज्य ᳰ
page006_line003.png,स लो क॒ तां ग म य ति।१४। अ॒ था ह। स म्रा॒ ड य॒ म
page006_line004.png,सौ॒ स म्रा॒ ड य॒ म सा वि॒ ति नि॒ वे दि त मे॒ वै न मे त
page006_line005.png,त्सं॒ तं दे वे॒ भ्यो नि॒ वे द य त्य यं॒ म हा॒ वी र्यो॒ यो भ्य॒
page006_line006.png,षे ची॒ त्य यं॒ यु ष्मा कै॒ को भू त्तं॒ गो पा य ते॒ त्ये॒ वै त॒
page006_line007.png,दा ह त्रि ष्कृ॒ त्व आ ह त्रि वृ द्धि॒ य ज्ञः।१५। अ थो॒ ज्जि तीः
page006_line008.png,जु हो॒ ति वा व्वा च॒ य ति वा य॒ दि जु हो॒ ति य॒ दि व्वा च॒
page006_line009.png,य ति स मा न॒ ऽ ए व बं॒ धुः।१६। स॒ व्वा च य ति। अ ग्नि
page006_line010.png,रे॒ का क्ष रे ण प्रा ण मु॒ द ज य त्त मु॒ ज्जे षं प्र जा॒ प तिः
page006_line011.png,स प्त॒ द शा क्ष रे ण स प्त द श ᳰ स्तो॒ म मु॒ द ज य त्त
page006_line012.png,मु॒ ज्जे ष मि॒ ति त द्य॒ दे॒ वै ता॒ भि रे ता॒ दे व॒ ता ऽ उ द॒ ज
page010_line001.png,स्वि ष्ट कृ द्भ॒ व त्य॒ था स्मा ऽ अ॒ न्न ᳰ स॒ म्भ र त्य॒ न्नं वा॒ ऽ
page010_line002.png,ए ष उ॒ ज्ज य ति यो॒ व्वा ज पे॒ ये न य॒ ज ते न्न पे॒ य ᳰ
page010_line003.png,ह वै ना॒ मै त द्य॒ द्वा ज पे॒ यं त द्य॒ दे॒ वै त द॒ न्न मु
page010_line004.png,द॒ जै षी त्त॒ दे॒ वा स्मा ऽ ए त त्सं॒ भ र ति॒।१। औ॒ दुं ब रे
page010_line005.png,पा त्रे॒। अ॒ न्नं वा ऽ ऊ॒ र्गु दुं ब॒ र ऽ ऊ र्जो॒ न्ना॒ द्य स्या॒ व
page010_line006.png,रु द्ध्यै त॒ स्मा दौ दुं ब रे पा॒ त्रे॒ सो प॒ ऽ ए व॒ प्र थ माः
page010_line007.png,सं॒ भ र त्य॒ थ प यो॒ थ य थो प स्मा र म॒ न्ना नि।२।
page010_line008.png,त द्धै॒ के। स प्त॒ द शा॒ न्ना नि सं॒ भ रं ति स प्त द शः॒ प्र जा॒
page010_line009.png,प ति रि॒ ति व्व॒ दं त स्त॒ दु त॒ था न॒ कु र्या त्प्र जा॒ प ते॒ र्न्वे॒
page010_line010.png,व स॒ र्व्व म॒ न्न म॒ न व रु द्धं क॒ ऽ उ त॒ स्मै म नु ष्यो॒ यः
page010_line011.png,स॒ र्व्व म॒ न्न म व रुं धी त त॒ स्मा दु स॒ र्व मे वा॒ न्नं य थो
page010_line012.png,प स्मा॒ र ᳰ स म्भ॒ र न्ने॒ क म॒ न्नं न सं॒ भ रेत्।३। स य
page011_line001.png,प्र त्य क्ष त मां य॒ द जा स्त॒ स्मा दे ता स्त्रिः॒ सं व्व त्स र॒
page011_line002.png,स्य व्वि जा॒ य मा ना द्वौ त्री नि॒ ति ज न यं ति त॒ त्प्र
page011_line003.png,जा॒ प ति मे॒ वै त॒ त्क रो ति त॒ स्मा द ज र्ष भ॒ स्या जि॒
page011_line004.png,न मा॒ स्तृ णा ति।२४। स ऽ आ॒ स्तृ णा ति। इ यं॒ ते रा
page011_line005.png,डि॒ ति रा ज्य॒ मे॒ वा स्मि न्ने त॒ द्द धा त्य॒ थै न मा॒ सा
page011_line006.png,द य ति य न्ता॒ सि य॒ म न ऽ इ॒ ति य न्ता॒ र मे॒ वै न
page011_line007.png,मे त द्य॒ म न मा सा म्प्र जा॒ नां क रो ति ध्रु वो॒ सि ध
page011_line008.png,रु॒ ण ऽ इ॒ ति ध्रु व॒ मे॒ वै न मे त॒ द्ध रु॒ ण म स्मिं॒ लो
page011_line009.png,के॒ क रो ति कृ ष्यै॒ त्वा क्षे॒ मा य त्वा र य्यै॒ त्वा पो॒ षा
page011_line010.png,य त्वे॒ ति सा ध॒ वे त्वे॒ त्ये॒ वै त॒ दा ह।२५। ब्रा ह्म णं।६।
page011_line011.png,प्रथमः प्रपाठकः समाप्तः। कंडिका।११७। बा
page011_line012.png,र्ह स्प त्ये॒ न च रु॒ णा प्र॒ च र ति। त स्या॒ नि ष्ट ऽ ए व॒
page012_line001.png,ति। अ मृ॒ त मा॒ यु र्हि॒ र ण्यं त॒ द मृ॒ त ऽ आ॒ यु षि प्र॒
page012_line002.png,ति ति ष्ठ ति॒।२०। अ॒ था ज र्ष भ॒ स्या जि॒ न मु॒ प स्तृ
page012_line003.png,णा ति। त॒ दु प॒ रि ष्टा द्रु क्मं नि॒ द धा ति त॒ म भ्य॒ व
page012_line004.png,रो ह ती मां॒ वै व॒।२१। अ॒ था स्मा ऽ आ स न्दी मा॒
page012_line005.png,ह र न्ति। उ प रि स॒ द्यं वा॒ ऽ ए ष॒ ज य ति यो ज॒ य त्य
page012_line006.png,न्त रि क्ष स॒ द्यं त॒ दे न मु प र्या॒ सी न म ध॒ स्ता दि माः॒
page012_line007.png,प्र जा ऽ उ॒ पा स ते त॒ स्मा द स्मा ऽ आ स न्दी मा॒ ह रं
page012_line008.png,ति।२२। ओ॒ दुं ब री भ व ति॒। अ न्नं वा ऽऊ॒ र्गु दु म्ब॒ र ऽ
page012_line009.png,ऊ र्जो॒ न्ना॒ द्य स्या॒ व रु द्ध्यै त॒ स्मा दौ॒ दुं ब री भ व ति
page012_line010.png,ता म॒ ग्रे ण ह वि र्द्धा॒ ने ज घ॒ ने ना ह व नी॒ यं नि॒ द
page012_line011.png,धा ति॒।२३। अ॒ था ज र्ष भ॒ स्या जि॒ न मा॒ स्तृ णा ति
page012_line012.png,प्र जा॒ प ति र्व्वा॒ ऽ ए ष य॒ द ज र्ष भ॒ ऽ ए ता वै॒ प्र जा॒ प तेः
page013_line001.png,ना॒ त्पृ थि वी॒ बि भ यां॒ च का र म ह द्वा॒ ऽ अ य॒ म
page013_line002.png,भू॒ द्यो भ्य॒ षे चि य द्वै॒ मा यं ना व दृ णी या दि॒ ति
page013_line003.png,बृ॒ ह स्प॒ ति र्ह पृ थि व्यै बि भ यां॒ च का र य द्वै॒
page013_line004.png,मे यं ना॒ व धू न्वी ते॒ ति त॒ द न॒ यै॒ वै त॒ न्मि त्र
page013_line005.png,धे॒ य म कु रु त न हि॒ मा ता॒ पु त्र॒ ᳰ हि न॒ स्ति न॒
page013_line006.png,पु त्रो॒ मा त॒ र म्।१८। बृ ह स्प ति स वो वा॒ ऽ ए ष
page013_line007.png,य॒ द्वा ज पे॒ यं। पृ थि॒ व्यु॒ है त॒ स्मा द्बि भे ति म
page013_line008.png,ह द्वा॒ ऽ अ य॒ म भू॒ द्यो भ्य॒ षे चि य द्वै॒ मा यं ना
page013_line009.png,व दृ णी या दि॒ त्ये ष॒ ऽ उ हा स्यै॒ बि भे ति य द्वै॒
page013_line010.png,मे यं॒ ना व धू न्वी ते॒ ति त॒ द न॒ यै॒ वै त॒ न्मि त्र
page013_line011.png,धे॒ यं कु रु ते न हि॒ मा ता॒ पु त्र॒ ᳰ हि न॒ स्ति न॒
page013_line012.png,पु त्रो॒ मा त॒ रं।१९। अ॒ थ हि॒ र ण्य म भ्य॒ व रो ह
page014_line001.png,व्वा ज पे॒ ये न य॒ ज ते न्न पे॒ य ᳰ ह वै ना॒ मै त द्य॒ द्वा ज
page014_line002.png,पे॒ यं त द्य॒ दे॒ वै त द॒ न्न मु द॒ जै षी त्ते॒ नै॒ वै त॒ दे तां
page014_line003.png,ग॒ तिं ग त्वा स॒ ᳬ स्पृ श ते त॒ दा त्म॒ न्कु रु ते त॒ स्मा दे
page014_line004.png,न मू ष पु टै॒ र नू॒ द स्यं ति।१६। आ॒ श्व त्थे षु प ला शे
page014_line005.png,षू॒ प न द्धा भ वं ति। स य॒ दे॒ वा॒ दो श्व त्थे ति॒ ष्ठ त ऽ इ॒
page014_line006.png,न्द्रो म रु॒ त ऽ उ पा॒ म न्त्र य त त॒ स्मा दा॒ श्व त्थे षु प ला शे
page014_line007.png,षू॒ प न द्धा भ वं ति व्वि॒ शो नू॒ द स्यं ति व्वि॒ शो वै॒ म रु
page014_line008.png,तो॒ न्नं वै॒ व्वि॒ श स्त॒ स्मा द्वि॒ शो नू॒ द स्यं ति स प्त॒ द
page014_line009.png,श भ वं ति स प्त द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒
page014_line010.png,प ति मु॒ ज्ज य ति॒।१७। अ॒ थे मा॒ मु पा वे॒ क्ष मा
page014_line011.png,णो ज प ति। न॒ मो मा त्रे॒ पृ थि व्यै न॒ मो मा॒ त्रे पृ
page014_line012.png,थि व्या ऽ इ॒ ति बृ॒ ह स्प॒ ते र्ह वा॒ ऽ अ भि षि षि चा
page017_line001.png,द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒ प ति मु॒ ज्ज य ति॒।७। अ॒ थ
page017_line002.png,ने॒ ष्टा प॒ त्नी मु दा ने ष्य॒न् कौ शं वा॒ सः प॒ रि धा प य ति
page017_line003.png,कौ शं॒ वा चं॒ डा त क म॒ न्त रं दी क्षि त व॒ स ना ज्ज घ ना
page017_line004.png,र्द्धो वा॒ ऽ ए ष॒ य ज्ञ॒ स्य य त्प॒ त्नी ता॒ मे त त्प्रा॒ चीं य ज्ञं॒ प्र सा
page017_line005.png,द यि ष्य॒ न्भ व त्य॒ स्ति वै प॒ त्न्या ऽ अ मे ध्यं य॒ द वा ची॒ नं
page017_line006.png,ना॒ भे र्मे॒ ध्या वै॒ द र्भा स्त द्य॒ दे॒ वा स्या ऽ अ मे ध्यं त॒ दे॒ वा
page017_line007.png,स्या ऽ ए त॒ द्द र्भै र्मे॒ ध्यं कृ त्वा॒ थै नां प्रा॒ चीं य ज्ञं प्र॒ सा द
page017_line008.png,य ति त॒ स्मा न्ने॒ ष्टा प॒ त्नी मु दा ने ष्यं॒ न्कौ शं वा॒ सः प॒ रि धा
page017_line009.png,प य ति कौ शं॒ वा च॒ ण्डा त क म॒ न्त रं दी क्षि त व॒ स ना त्।
page017_line010.png,८। अ॒ थ नि श्र य णीं नि॒ श्र य ति। स॒ द क्षि ण त ऽ उ॒ द
page017_line011.png,ङ्रो हे दु त्त र तो॒ वा द क्षि णा॒ द क्षि ण त॒ स्त्वे वो॒
page017_line012.png,द ङ्रो हे त्त॒ था ह्यु॒ द ग्भ॒ व ति।९। स॒ रो क्ष्य॒ न्जा या मा॒ मं
page019_line001.png,ᳰ शि ना॒ य स्वा॒ हा वि न ᳰ शि॒ न आ न्त्या य ना॒ य स्वा
page019_line002.png,हां॒ त्या य भौ व ना॒ य स्वा॒ हा भु॒ व न स्य प॒ त ये स्वा
page019_line003.png,हा॒ धि प त ये स्वा हे॒ त्ये ता द्वा॒ द शा प्ती र्जु हो ति द्वा॒
page019_line004.png,द श वै मा॒ साः सं व त्स र॒ स्य सं व्व त्स रः॒ प्र जा॒ प तिः
page019_line005.png,प्र जा॒ प ति र्य ज्ञ स्त द्यै॒ वा स्या प्ति र्या॒ सं प त्ता॒ मे॒ वै त
page019_line006.png,दु॒ ज्ज य ति ता॒ मा त्म॒ न्कु रु ते।२। अ॒ थ ष ट्कॢ प्तीः॥
page019_line007.png,जु हो॒ ति वा व्वा च॒ य ति वा य॒ दि जु हो॒ ति य॒ दि व्वा
page019_line008.png,च॒ य ति स मा न॒ ए व बं॒ धुः।३। स॒ व्वा च य ति आ॒
page019_line009.png,यु र्य ज्ञे॒ न क ल्प तां प्रा णो॑ य ज्ञे॒ न क ल्प तां च॒ क्षु
page019_line010.png,र्य ज्ञे॒ न क ल्प ता ᳬ श्रो॑ त्रं य ज्ञे॒ न क ल्प तां पृ ष्ठं॒ य
page019_line011.png,ज्ञे॒ न क ल्प तां य ज्ञो॒ य ज्ञे॒ न क ल्प ता मि॒ त्ये ताः
page019_line012.png,ष ट्कॢ प्ती र्व्वा च य ति ष ड्वा॒ ऽ ऋ त॒ वः सं व त्स र॒ स्य सं
page020_line001.png,स त्य॒ मे॒ वै त छ्रि॒ यं ज्यो॒ ति र्य॒ ज मा ने द धा त्य॒ नृ ते न
page020_line002.png,पा प्म॒ ना त॒ म सा वै॒ श्यं व्वि ध्य ति तैः स यं भो॒ गं का
page020_line003.png,म॒ य ते तं॒ कु रु ते॒ थै त ᳰ स॒ हि र ण्य पा त्र मे व॒ म धु ग्र
page020_line004.png,हं॒ ब्र ह्म॒ णे द दा ति तं॒ ब्र ह्म॒ णे द॒ द द मृ॒ त मा॒ यु रा त्म॒
page020_line005.png,न्ध त्ते मृ॒ तᳬ ह्या॒ यु र्हि॒ र ण्यं ते॒ न स यं भो॒ गं का म॒ य ते
page020_line006.png,तं॒ कु रु ते।२८॥ ब्रा ह्म णं ॥५॥ प्र थ मो ध्या यः॥ अ॒ थ
page020_line007.png,स्रु वं॒ चा ज्य वि ला॒ प नीं चा दा॒ य॥ आ ह व नी॒ य
page020_line008.png,म भ्यै॒ ति स॒ ऽ ए ता द्वा॒ द शा॒ प्ती र्जु हो॒ ति वा व्वा च॒ य
page020_line009.png,ति वा य॒ दि जु हो॒ ति य॒ दि व्वा च॒ य ति स मा न॒ ऽ ए
page020_line010.png,व ब॒ न्धुः।१। स॒ जु हो ति। आ प॒ ये स्वा॒ हा स्वा प॒ ये स्वा॒
page020_line011.png,हा पि जा॒ य स्वा॒ हा क्र॒ त वे स्वा॒ हा व्व॒ स वे स्वा॒ हा
page020_line012.png,ह र्प्प त ये स्वा हा॒ ह्ने मु ग्धा॒ य स्वा॒ हा मु ग्धा॒ य वै न
page021_line001.png,व जि घ्र ते॒ ति नि मृ जा ना ऽ इ॒ ति त द्य॒ ज मा ने व्वी र्यं॒ द धा
page021_line002.png,ति त द्य द॒ श्वा न व घ्रा प॒ य ती म मु॒ ज्ज या नी॒ ति वा ऽ
page021_line003.png,अ ग्रे॒ व घ्रा प य त्य था॒ त्रे म मु॒ द जै ष मि॒ ति त॒ स्मा द्वा ऽ
page021_line004.png,अ॒ श्वा न॒ व घ्रा प य ति। २७। अ॒ थै ते॒ षा मा जि सृ ता ᳰ
page021_line005.png,र॒ था ना म्। ए॒ क स्मि न्वै॒ श्यो वा रा ज॒ न्यो वो पा॒ स्थि तो
page021_line006.png,भ व ति स व्वे॒ दे रु॒ त्त रा याᳬ श्रो॒ णा ऽ उ॒ प वि श त्य॒ था
page021_line007.png,ध्व र्यु॒ श्च य॒ ज मा न श्च पू॒ र्व्व या द्वा रा॒ म धु ग्र ह॒ मा दा॒ य
page021_line008.png,नि॒ ष्क्रा म त स्तं वै॒ श्य स्य वा रा ज॒ न्य स्य वा पा णा वा॒ ध
page021_line009.png,त्तो॒ थ ने ष्टा॒ प र या द्वा रा॒ सु रा ग्र हा॒ ना दा॒ य नि॒ ष्क्रा म ति
page021_line010.png,स॒ ज घ॒ ने न शा॒ लां प र्ये त्यै॒ कं व्वै॒ श्य स्य वा रा ज॒ न्य
page021_line011.png,स्य वा पा णा॒ वा द॒ ध दा हा ने॒ न त ऽ इ मं नि॒ ष्क्री णा मी॒
page021_line012.png,ति स त्यं वै श्री र्ज्यो॒ तिः सो मो॒ नृ तं पा प्मा त॒ मः सु॒ रा
page022_line001.png,ज ऽ आ मां॒ न स्य प्र स वो॒ ज ग म्या दि॒ त्ये॒ वै त॒ दा॒ हे मे द्या॒
page022_line002.png,वा पृ थि वी॒ व्वि श्व॒ रू पे ऽ इ॒ ति द्या॒ वा पृ थि वी हि॒ प्र
page022_line003.png,जा॒ प ति रा॒ मा गं तां पि त॒ रा मा त॒ रा चे॒ ति मा ते॒ व च हि॒
page022_line004.png,पि॒ ते व च प्र जा॒ प ति रा॒ मा सो॒ मो अ मृ त त्वे॒ न ग म्या
page022_line005.png,दि॒ ति सो॒ मो हि॒ प्र जा॒ प तिः ।२६। त म॒ श्वा न॒ व घ्रा प य
page022_line006.png,ति व्वा॒ जि न ऽ इ॒ ति व्वा जि॒ नो ह्य॒ श्वा स्त॒ स्मा दा ह व्वा॒ जि न
page022_line007.png,इ॒ ति व्वा ज जि त ऽ इ त्यं॒ नं व्वै व्वा॒ जों न जि त ऽ इ॒ त्ये वै त॒ दा
page022_line008.png,ह व्वा॒ ज ᳰ स सृ वा॒ ᳰ स ऽ इ॒ ति स रि ष्यं॒ त ऽ इ॒ ति वा ऽ अ॒ ग्र
page022_line009.png,आ ह स रि ष्यं॒ त ऽ इ व हि त॒ र्हि भ॒ वं त्य था॒ त्र स सृ वा॒ ᳰ
page022_line010.png,स ऽ इ॒ ति स सृ वा॒ ᳰ स ऽ इ व ह्य॒ त्र भ॒ वं ति त॒ स्मा दा ह स
page022_line011.png,सृ वा॒ ᳰ स ऽ इ॒ ति बृ॒ ह स्प॒ ते र्भा ग म॒ व जि घ्र ते॒ ति बृ ह
page022_line012.png,स्प॒ ते॒ र्ह्ये ष॒ भा गो भ॒ व ति त॒ स्मा दा ह बृ॒ ह स्प॒ ते र्भा ग म॒
page023_line001.png,र॒ क्षा ᳰ सि स॒ ने म्य स्म॒ द्यु य वं न॒ मी वाः।२२। ते॒ नो ऽ
page023_line002.png,अ॒ र्व्वं तः। ह व न श्रु॒ तो ह॒ वं व्वि॒ श्वे शृ ण्वं तु व्वा जि॒ नो
page023_line003.png,मि त॒ द्र वः। स ह स्र सा॒ मे ध॒ सा ता स नि ष्य॒ वो म
page023_line004.png,हो ये ध॒ न ᳰ स मि थे॒ षु ज भ्रि रे।२३। व्वा॒ जे वा जे व
page023_line005.png,त व्वा जि नो नो ध॒ ने षु व्वि प्रा ऽ अ मृ ता ऽ ऋ त ज्ञाः॥ अ
page023_line006.png,स्य म॒ ध्वः पि ब त मा द॒ य ध्वं तृ प्ता॒ या त प थि॒ भि र्दे व या॒
page023_line007.png,नै रि॒ ति।२४। अ॒ थ बा र्ह स्प त्ये॒ न च रु॒ णा प्र त्यु॒ प ति
page023_line008.png,ष्ठ ते त मु॒ प स्पृ श त्यं॒ नं वा॒ ऽ ए ष उ॒ ज्ज य ति यो॒ व्वा
page023_line009.png,ज पे॒ ये न य॒ ज तें न पे॒ य ᳰ ह वै ना॒ मै त द्य॒ द्वा ज पे॒
page023_line010.png,यं त द्य॒ दे॒ वै त दं॒ न मु द॒ जै षी त्ते॒ नै॒ वै त॒ दे तां ग॒ तिं
page023_line011.png,ग त्वा स॒ ᳩ स्पृ श ते त॒ दा त्म॒ न्कु रु ते।२५। स ऽ उ॒ प स्पृ
page023_line012.png,श ति आ॒ मा व्वा ज स्य प्र स वो॒ ज ग म्या दि त्यं नं वै व्वा॒
page024_line001.png,द त्प॒ था म॒ ङ्का ᳩ स्य॒ न्वा प॒ नी फ ण त्स्वा॒ हा
page024_line002.png,।१९। उ त॒ स्म। अ स्य द्र॒ व त स्तु र ण्य तः॒ प र्णं न
page024_line003.png,वे र॒ नु वा ति प्र ग र्द्धि॒ नः॥ श्ये न॒ स्ये व ध्र॒ ज तो ऽ
page024_line004.png,अं क सं प॒ रि द धि क्रा॒ व्णः स॒ हो र्जा त॒ रि त्र तः
page024_line005.png,स्वा हे॒ ति।२०। अ थो॒ त्त रे ण त्रि चे॒ न। जु हो॒ ति वा॒
page024_line006.png,नु वा म न्त्र॑ य ते द्व यं त द्य॒ स्मा ज्जु हो॒ ति वा॒ नु वा मं
page024_line007.png,त्र॒ य ते य॒ दि जु हो॒ ति य द्य नु मं त्र॒ य ते स मा न॒ ऽ ए व
page024_line008.png,बं॒ धु रे ता॒ ने॒ वै त द॒ श्वां धा॒ व त उ॒ प वा ज य त्ये
page024_line009.png,ते॒ षु व्वी र्यं द धा ति ति स्रो वा॒ ऽ इ माः॒ पृ थि॒ व्य॒ ऽ इ
page024_line010.png,य म है का द्वे॒ ऽ अ स्याः प॒ रे ता॒ ए॒ वै त दु॒ ज्ज य ति।
page024_line011.png,२१। सो॒ नु मं त्र य ते । शं॒ नो भ वं तु व्वा जि॒ नो ह॒ वे षु दे
page024_line012.png,व॒ ता ता मि त॒ द्र वः स्व र्क्काः॥ जं भ॒ यं तो॒ ऽ हिं वृ॒ क ᳰ
page025_line001.png,इ त्य॒ न्नं वै व्वा॒ जो ऽ न्न जि त इ॒ त्ये॒ वै त॒ दा हा॒ ध्व न
page025_line002.png,स्क भ्नु व॒ न्त ऽ इ त्य॒ ध्व नो हि॒ स्क भ्नु व॒ न्तो धा॒ वं
