crop_path	page_id	page_num	line_num	label	transcription	image_path	x0	y0	x1	y1
output/crops/page001_line011.png	262534008	1	11	Sanskrit Text	ए व व्वि॒ ज य ते व्वि॒ जि ते॒ भ ये ना ष्ट्रे॒ सू या ऽ इ॒ ति त॒ स्मा द	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000060.png	262	1786	1864	1932
output/crops/page001_line012.png	262534008	1	12	Sanskrit Text	ग्नी षो मी॒ य ऽ ए॒ का द श क पा लः पु रो डा॒ शो भ व ति	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000060.png	269	1928	1814	2049
output/crops/page002_line001.png	262534009	2	1	Sanskrit Text	त्क॒ र्म्म श क्नो॒ ति क॒ र्त्तुं य च्चि॒ की र्ष ती य॒ ᳰ हा स्मै त द॒ नु म	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	232	160	1767	309
output/crops/page002_line002.png	262534009	2	2	Sanskrit Text	न्य ते त॒ दि मा॒ मे॒ वै त॒ त्प्री णा त्य न या॒ नु म त्या॒ नु म तः सू	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	239	308	1763	446
output/crops/page002_line003.png	262534009	2	3	Sanskrit Text	या ऽ इ॒ ति।४। अ॒ थ य॒ द ष्टा॒ क पा लो भ॒ व ति। अ ष्टा॒ क्ष रा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	232	431	1808	563
output/crops/page002_line004.png	262534009	2	4	Sanskrit Text	वै॒ गा य त्री॒ गा य त्री वा॒ ऽ इ यं॒ पृ थि व्य॒ थ य॒ त्स मा न॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	218	562	1856	700
output/crops/page002_line005.png	262534009	2	5	Sanskrit Text	स्य ह वि॒ ष ऽ उ भ य॒ त्र जु हो॒ त्ये षा ह्ये॒ वै त॒ दु भ॒ यं त॒ स्य व्वा॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	232	678	1839	813
output/crops/page002_line006.png	262534009	2	6	Sanskrit Text	सो द॒ क्षि णा य द्वै स॒ वा सा ऽ अ॒ र ण्यं नो॒ दा श॒ ᳰ स ते नि	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	244	828	1775	970
output/crops/page002_line007.png	262534009	2	7	Sanskrit Text	धा॒ य वै त द्वा सो॒ ति मु च्य ते त॒ थो है न ᳰ सू य॒ मा न मा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	225	1261	1678	1393
output/crops/page002_line008.png	262534009	2	8	Sanskrit Text	स ङ्गो न॒ विं द ति।५। अ॒ थ श्वो॒ भू ते॒। आ ग्ना॒ वै ष्ण व मे॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	232	1388	1695	1516
output/crops/page002_line009.png	262534009	2	9	Sanskrit Text	का द श क पा लं पु रो डा॒ शं नि॒ र्व्व प ति ते॒ न य थे॒ ष्ट्यै	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	222	1508	1739	1630
output/crops/page002_line010.png	262534009	2	10	Sanskrit Text	वं॒ य ज ते त द्य॒ दे॒ वा दः प्र॒ जा त मा ग्ना वै ष्ण वं॒ दी क्ष	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	228	1651	1683	1762
output/crops/page002_line011.png	262534009	2	11	Sanskrit Text	णी॒ य ᳰ ह वि स्त॒ दे॒ वै त॒ द ग्नि र्वै स॒ र्व्वा दे व॒ ता अ ग्नौ	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	223	1761	1686	1885
output/crops/page002_line012.png	262534009	2	12	Sanskrit Text	हि स॒ र्व्वा भ्यो दे व॒ ता भ्यो जु॒ ह्व त्य ग्नि र्वै॒ य ज्ञ॒ स्या व रा॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000059.png	206	1869	1723	2028
output/crops/page003_line001.png	262534010	3	1	Sanskrit Text	अ॒ नु म त्यै ह वि॒ र ष्टा॒ क पा ल म्पु रो डा॒ शं नि॒ र्व्व प ति स ये॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	263	156	1805	291
output/crops/page003_line002.png	262534010	3	2	Sanskrit Text	ज घ॒ ने न श॒ म्यां पि ष्य॒ मा णा ना म व शी यं॒ ते पि ष्टा॒ नि	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	266	276	1832	404
output/crops/page003_line003.png	262534010	3	3	Sanskrit Text	वा त ण्डु ला॒ वा तां॒ त्स्रु वे॒ सा र्ध ᳰ सं॒ व्व प त्य न्वा हा र्य प॒ च	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	252	409	1811	543
output/crops/page003_line004.png	262534010	3	4	Sanskrit Text	ना दु॒ ल्मु क मा॒ द द ते ते॒ न द क्षि णा॒ य न्ति स य॒ त्र स्व॒ कृ	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	279	537	1807	682
output/crops/page003_line005.png	262534010	3	5	Sanskrit Text	तं व्वे॒ रि णं व्विं द॒ ति श्व भ्र प्र द रं॒ वा। श त॒ द ग्नि॒ ᳰ स मा धा॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	268	693	1810	824
output/crops/page003_line006.png	262534010	3	6	Sanskrit Text	य जु हो ति। ए ष॒ ते नि रृ ते भा ग स्तं॒ जु ष स्व स्वा हे॒ ती यं	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	305	811	1792	966
output/crops/page003_line007.png	262534010	3	7	Sanskrit Text	वै नि॒ रृ तिः सा यं॒ पा प्म॒ ना गृ ह्णा॒ ति तं नि॒ रृ त्या गृ ह्णा ति	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	256	1256	1815	1401
output/crops/page003_line008.png	262534010	3	8	Sanskrit Text	त द्य॒ दे॒ वा स्या ऽ अ॒ त्र नै रृ त॒ ᳰ रू पं त॒ दे॒ वै त॒ छ म य ति त॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	259	1393	1805	1541
output/crops/page003_line009.png	262534010	3	9	Sanskrit Text	थो है न ᳰ सू य॒ मा नं नि॒ रृ ति र्न॒ गृ ह्णा त्य॒ थ य त्स्व॒ कृ ते	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	256	1543	1791	1664
output/crops/page003_line010.png	262534010	3	10	Sanskrit Text	वे॒ रि णे जु हो॒ ति श्व भ्र प्र द रे॒ वै त॒ दु ह्य॒ स्यै नि॒ रृ ति गृ ही	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	238	1677	1876	1833
output/crops/page003_line011.png	262534010	3	11	Sanskrit Text	तम्।३। अ था॒ प्र ती क्षं पु॒ न रा॒ यं ति। अ था॒ नु म त्या ऽ अ ष्टा॒ क	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	251	1835	1803	1973
output/crops/page003_line012.png	262534010	3	12	Sanskrit Text	पा ले न पु रो डा॒ शे न प्र॒ च र ती यं वा अ॒ नु म तिः स य स्त	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000058.png	247	1957	1850	2109
output/crops/page004_line001.png	262534011	4	1	Sanskrit Text	ते श स्त्र॒ स्य।१९। त द्धै॒ के। ऽ ए त त्कृ त्वा॒ थै त॒ त्कु र्व्वं ति त॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	245	126	1777	274
output/crops/page004_line002.png	262534011	4	2	Sanskrit Text	दु त॒ था न॒ कु र्या दा त्मा वै॒ स्तो त्रं॒ प्र जा॒ श स्त्र॒ मे त॒ स्मा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	235	266	1890	411
output/crops/page004_line003.png	262534011	4	3	Sanskrit Text	द्ध स य॒ ज मा नं प्र॒ णा श य ति स॒ जि ह्म॒ ऽ ए ति स॒ ह्व ल	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	225	406	1781	541
output/crops/page004_line004.png	262534011	4	4	Sanskrit Text	ति त॒ स्मा दे त॒ दे व॒ कृ त्वा॒ थै त॒ त्कु र्यात्।२०॥ अ थे॒ डा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	222	547	1805	675
output/crops/page004_line005.png	262534011	4	5	Sanskrit Text	मा॒ द धा ति। उ॒ प हू ता या मि॒ डा या म प॒ ऽ उ प स्पृ॒ श्य	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	201	687	1825	815
output/crops/page004_line006.png	262534011	4	6	Sanskrit Text	मा हे न्द्रं ग्र॒ हं गृ ह्णा ति मा हे न्द्रं ग्र॒ हं गृ ही त्वा॒ स्तो त्र॒ मु	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	222	804	1829	938
output/crops/page004_line007.png	262534011	4	7	Sanskrit Text	पा॒ क रो ति त॒ ᳬ स्तो त्रा॒ य प्र॒ मी व ति स॒ ऽ उ पा॒ व रो	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	276	1239	1812	1387
output/crops/page004_line008.png	262534011	4	8	Sanskrit Text	ह ति सो॒ न्ते स्तो त्र॒ स्य भ॒ व त्यं॒ ते श स्त्र॒ स्य।२१। ब्रा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	249	1399	1849	1514
output/crops/page004_line009.png	262534011	4	9	Sanskrit Text	ह्म णं॥१॥ पू र्णा हु तिं॒ जु हो ति। स॒ र्व्वं वै॒ पू र्ण ᳰ स॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	263	1526	1805	1637
output/crops/page004_line010.png	262534011	4	10	Sanskrit Text	र्व्वं प रि गृ॒ ह्य सू या ऽ इ॒ ति त॒ स्यां व॒ रं द दा ति स॒ र्व्वं व्वै व्व॒ रः	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	256	1643	1808	1760
output/crops/page004_line011.png	262534011	4	11	Sanskrit Text	स॒ र्व्वं प रि गृ॒ ह्य सू या ऽ इ॒ ति स य॒ दि का म॒ ये त जु हु या॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	269	1752	1815	1887
output/crops/page004_line012.png	262534011	4	12	Sanskrit Text	दे तां य॒ द्यु का म॒ ये ता॒ पि ना॒ द्रि ये त॒।१। अ॒ थ श्वो॒ भू ते॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000057.png	249	1886	1805	2010
output/crops/page005_line001.png	262534012	5	1	Sanskrit Text	यं स्त॒ दे॒ वै ष॒ ऽ ए ता॒ भि रु॒ ज्ज य ति स प्त॒ द श भ वं ति स	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	266	136	1880	284
output/crops/page005_line002.png	262534012	5	2	Sanskrit Text	प्त द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒ प ति मु॒ ज्ज य ति।१९।	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	249	287	1839	401
output/crops/page005_line003.png	262534012	5	3	Sanskrit Text	अ॒ था हा ग्न॒ ये स्वि ष्ट कृ ते॒ नु ब्रू ही॒ ति। त द्य दं॒ त रे णा॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	239	403	1904	548
output/crops/page005_line004.png	262534012	5	4	Sanskrit Text	हु ती ऽ ए त त्क॒ र्म क्रि य॒ त ऽ ए ष वै॒ प्र जा॒ प ति र्य॒ ऽ ए ष॒ य	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	245	543	1873	658
output/crops/page005_line005.png	262534012	5	5	Sanskrit Text	ज्ञ॒ स्ता य॒ ते य॒ स्मा दि माः॒ प्र जाः प्र॒ जा ता ऽ ए त॒ म्वे वा॒ प्ये	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	239	643	1873	788
output/crops/page005_line006.png	262534012	5	6	Sanskrit Text	त र्ह्य॒ नु प्र॒ जा यं ते त॒ न्म ध्य त॒ ऽ ए वै त॒ त्प्र जा॒ प ति मु॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	239	769	1955	925
output/crops/page005_line007.png	262534012	5	7	Sanskrit Text	ज्ज य ति त॒ स्मा दं॒ त रे णा॒ हु ती ऽ ए त त्क॒ र्म क्रि य त आ	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	242	1249	1859	1401
output/crops/page005_line008.png	262534012	5	8	Sanskrit Text	श्रा॒ व्या हा ग्नि॒ ᳬ स्वि ष्ट कृ॒ तं य जे॒ ति व्व॒ ष ट्कृ ते जु	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	215	1393	1822	1527
output/crops/page005_line009.png	262534012	5	9	Sanskrit Text	हो ति।१८। अ थे॒ डा मा॒ द धा ति॒। उ॒ प हू ता या मि॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	215	1526	1863	1651
output/crops/page005_line010.png	262534012	5	10	Sanskrit Text	डा या म प॒ ऽ उ प स्पृ॒ श्य मा हें द्रं ग्र॒ हं गृ ह्णा ति मा हे न्द्रं	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	211	1646	1877	1777
output/crops/page005_line011.png	262534012	5	11	Sanskrit Text	ग्र॒ हं गृ ही त्वा॒ स्तो त्र॒ मु पा॒ क रो ति त॒ ᳬ स्तो त्रा॒ य प्र॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	208	1773	1863	1925
output/crops/page005_line012.png	262534012	5	12	Sanskrit Text	मी व ति स॒ ऽ उ पा॒ व रो ह ति सों॒ ते स्तो त्र॒ स्य भ॒ व त्यं॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000056.png	222	1906	1805	2031
output/crops/page006_line001.png	262534013	6	1	Sanskrit Text	बृ॒ ह स्प॒ ते ष्ट्वा सा॒ म्रा ज्ये ना भि॒ षिं चा म्य सा वि॒ ति ना॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	261	157	1912	309
output/crops/page006_line002.png	262534013	6	2	Sanskrit Text	म गृ ह्णा ति त द्बृ॒ ह स्प॒ ते रे वै॒ न मे त त्सा॒ यु ज्य ᳰ	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	265	307	1854	442
output/crops/page006_line003.png	262534013	6	3	Sanskrit Text	स लो क॒ तां ग म य ति।१४। अ॒ था ह। स म्रा॒ ड य॒ म	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	242	416	1831	541
output/crops/page006_line004.png	262534013	6	4	Sanskrit Text	सौ॒ स म्रा॒ ड य॒ म सा वि॒ ति नि॒ वे दि त मे॒ वै न मे त	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	252	547	1818	674
output/crops/page006_line005.png	262534013	6	5	Sanskrit Text	त्सं॒ तं दे वे॒ भ्यो नि॒ वे द य त्य यं॒ म हा॒ वी र्यो॒ यो भ्य॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	249	673	1790	798
output/crops/page006_line006.png	262534013	6	6	Sanskrit Text	षे ची॒ त्य यं॒ यु ष्मा कै॒ को भू त्तं॒ गो पा य ते॒ त्ये॒ वै त॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	238	800	1838	965
output/crops/page006_line007.png	262534013	6	7	Sanskrit Text	दा ह त्रि ष्कृ॒ त्व आ ह त्रि वृ द्धि॒ य ज्ञः।१५। अ थो॒ ज्जि तीः	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	199	1300	1874	1431
output/crops/page006_line008.png	262534013	6	8	Sanskrit Text	जु हो॒ ति वा व्वा च॒ य ति वा य॒ दि जु हो॒ ति य॒ दि व्वा च॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	199	1442	1864	1590
output/crops/page006_line009.png	262534013	6	9	Sanskrit Text	य ति स मा न॒ ऽ ए व बं॒ धुः।१६। स॒ व्वा च य ति। अ ग्नि	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	199	1587	1819	1739
output/crops/page006_line010.png	262534013	6	10	Sanskrit Text	रे॒ का क्ष रे ण प्रा ण मु॒ द ज य त्त मु॒ ज्जे षं प्र जा॒ प तिः	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	206	1727	1785	1865
output/crops/page006_line011.png	262534013	6	11	Sanskrit Text	स प्त॒ द शा क्ष रे ण स प्त द श ᳰ स्तो॒ म मु॒ द ज य त्त	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	196	1859	1809	2001
output/crops/page006_line012.png	262534013	6	12	Sanskrit Text	मु॒ ज्जे ष मि॒ ति त द्य॒ दे॒ वै ता॒ भि रे ता॒ दे व॒ ता ऽ उ द॒ ज	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000055.png	217	1961	1803	2099
output/crops/page007_line001.png	262534014	7	1	Sanskrit Text	ष्टे ना भि॒ षि ञ्च ति । अ न्ना॒ द्ये नै वै न मे त॒ द भि॒ षि ञ्च त्यं	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	283	160	1884	291
output/crops/page007_line002.png	262534014	7	2	Sanskrit Text	ना॒ द्य मे॒ वा स्मिं ने त॒ द्द धा ति त॒ स्मा दे नं प॒ रि शि	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	300	283	1918	428
output/crops/page007_line003.png	262534014	7	3	Sanskrit Text	ष्टे ना भि॒ षिं च ति॒।१२। सो भि॒ षि ञ्च ति दे व॒ स्य त्वा स	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	276	402	1881	544
output/crops/page007_line004.png	262534014	7	4	Sanskrit Text	वि तुः॒ प्र स वे॒ श्वि॒ नो र्बा हु॒ भ्यां पू ष्णो ह॒ स्ता भ्या मि॒ ति	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	307	539	1888	687
output/crops/page007_line005.png	262534014	7	5	Sanskrit Text	दे व ह स्तै॒ रे॒ वै न मे त॒ द भि॒ षि ञ्च ति स॒ र स्व त्यै व्वा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	296	679	1853	817
output/crops/page007_line006.png	262534014	7	6	Sanskrit Text	चो॒ यं तु॒ र्यं त्रि॒ ये द धा मी॒ ति व्वा ग्वै स॒ र स्व ती त॒ दे	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	289	814	1846	958
output/crops/page007_line007.png	262534014	7	7	Sanskrit Text	नं व्वा च॒ ऽ ए व॒ यं तु॒ र्यं त्रि॒ ये द धा ति।१३। त॒ दु है॒ क ऽ	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	268	1304	1850	1449
output/crops/page007_line008.png	262534014	7	8	Sanskrit Text	आ हुः। व्वि॒ श्वे षां त्वा दे वा॒ नां यं तु॒ र्यं त्रि॒ ये द धा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	263	1439	1817	1588
output/crops/page007_line009.png	262534014	7	9	Sanskrit Text	मी॒ ति स॒र्व्वं व्वै व्वि॒श्वे दे वा॒ स्त दे न ᳰ स॒ र्व्व स्यै व॒ य	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	254	1556	1834	1718
output/crops/page007_line010.png	262534014	7	10	Sanskrit Text	न्तु॒ र्यं त्रि॒ ये द धा ति त॒ दु त॒ था न ब्रू या त्स॒ र स्व त्यै	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	244	1712	1784	1826
output/crops/page007_line011.png	262534014	7	11	Sanskrit Text	त्वा व्वा चो॒ यं तु॒ र्यं त्रि॒ ये द धा मी॒ त्ये व॒ ब्रू या द्वा ग्वै	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	250	1827	1814	1965
output/crops/page007_line012.png	262534014	7	12	Sanskrit Text	स॒ र स्व ती त॒ दे नं व्वा च॒ ऽ ए व॒ यं तु॒ र्यं त्रि॒ ये द धा ति	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000054.png	227	1955	1849	2079
output/crops/page008_line001.png	262534015	8	1	Sanskrit Text	रं नि॒ य छ तु स्वा॒ हा॥६॥ व्वा॒ ज स्य नु॒॥ प्र स व ऽ आ॒ ब भू	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	314	146	1792	270
output/crops/page008_line002.png	262534015	8	2	Sanskrit Text	वे मा॒ च व्वि॒ श्वा भु॒ व ना नि स र्व्व॒ तः॥ स॒ ने मि रा॒ जा प॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	300	245	1785	376
output/crops/page008_line003.png	262534015	8	3	Sanskrit Text	रि या ति वि द्वा॒ न्प्र जा म्पु॒ ष्टिं व्व र्द्ध॒ य मा नो ऽ अ स्मे स्वा॒	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	299	380	1822	501
output/crops/page008_line004.png	262534015	8	4	Sanskrit Text	हा॥७॥ सो॒ म ᳰ रा॒ जा नं॥ अ॒ व से ग्नि॒ म न्वा॒ र भा म हे	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	309	496	1915	627
output/crops/page008_line005.png	262534015	8	5	Sanskrit Text	आ दि त्या न्वि॒ ष्णु ᳰ सू॒ र्यं ब्र ह्मा॒ णं च बृ॒ ह स्प॒ ति ᳬ	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	305	630	1769	778
output/crops/page008_line006.png	262534015	8	6	Sanskrit Text	स्वा॒ हा॥८॥ अ र्य म॒ णं बृ॒ ह स्प॒ तिम्। इ॒ न्द्रं दा॒ ना य चो	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	274	746	1777	883
output/crops/page008_line007.png	262534015	8	7	Sanskrit Text	द य॥ व्वा॒ चं व्वि॒ ष्णु ᳰ स॒ र स्व ती ᳰ स वि ता॒ रं च व्वा	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	237	1278	1855	1416
output/crops/page008_line008.png	262534015	8	8	Sanskrit Text	जि॒ न ᳬ स्वा॒ हा॥९॥ अ॒ ग्ने ऽ अ॒ छा। व्व दे ह॒ नः प्र॒ ति नः सु म॒ ना	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	209	1401	1855	1549
output/crops/page008_line009.png	262534015	8	9	Sanskrit Text	भ व। प्र॒ नो य छ स ह स्र जि त्त्व ᳰ हि॒ ध न दा ऽ अ॒ सि	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	240	1551	1783	1689
output/crops/page008_line010.png	262534015	8	10	Sanskrit Text	स्वा॒ हा॥१०॥ प्र॒ नः य छ त्व र्य मा प्र॒ पू षा प्र बृ॒ ह स्प॒ तिः॥	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	206	1674	1865	1825
output/crops/page008_line011.png	262534015	8	11	Sanskrit Text	प्र वा॒ ग्दे वी॒ द दा तु नः स्वा हे॒ ति।११। अ॒ थै न म्प॒ रि शि	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000053.png	226	1833	1848	1978
output/crops/page009_line001.png	262534016	9	1	Sanskrit Text	न्न॒ सं भ॒ र ति। त स्यो॒ द्ब्रु वी त त॒ स्य॒ ना श्नी या द्या व	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000052.png	279	115	1833	274
output/crops/page009_line002.png	262534016	9	2	Sanskrit Text	ज्जी॒ वं त॒ था ना॒ न्त मे ति त॒ था ज्यो॒ ग्जी व ति स॒ ऽ	/Users/suyash/Desktop/project/experimental_results/binarized/MORPHBG_default/00000052.png	286	255	1775	393
